Timestamp (ms),<class 'type'>
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
6704,87
