Timestamp (ms),F_IMU_TEMP
7725,4.203895392974451e-44
7735,4.203895392974451e-44
7745,4.203895392974451e-44
7755,4.203895392974451e-44
7765,4.203895392974451e-44
7775,4.203895392974451e-44
7785,4.203895392974451e-44
7795,4.203895392974451e-44
7805,4.203895392974451e-44
7815,4.203895392974451e-44
7825,4.203895392974451e-44
7839,4.203895392974451e-44
7845,4.203895392974451e-44
7855,4.203895392974451e-44
7865,4.203895392974451e-44
7875,4.203895392974451e-44
7886,4.203895392974451e-44
7895,4.203895392974451e-44
7905,4.203895392974451e-44
7915,4.203895392974451e-44
7925,4.203895392974451e-44
7936,4.203895392974451e-44
7945,4.203895392974451e-44
7955,4.203895392974451e-44
7965,4.203895392974451e-44
7975,4.203895392974451e-44
7986,4.203895392974451e-44
7996,4.203895392974451e-44
8005,4.203895392974451e-44
8015,4.203895392974451e-44
8025,4.203895392974451e-44
8036,4.203895392974451e-44
8046,4.203895392974451e-44
8055,4.203895392974451e-44
8065,4.203895392974451e-44
8076,4.203895392974451e-44
8089,4.203895392974451e-44
8096,4.203895392974451e-44
8104,4.203895392974451e-44
8116,4.203895392974451e-44
8126,4.203895392974451e-44
8136,4.203895392974451e-44
8146,4.203895392974451e-44
8155,4.203895392974451e-44
8166,4.203895392974451e-44
8176,4.203895392974451e-44
8186,4.203895392974451e-44
8196,4.203895392974451e-44
8205,4.203895392974451e-44
8216,4.203895392974451e-44
8226,4.203895392974451e-44
8236,4.203895392974451e-44
8246,4.203895392974451e-44
8255,4.203895392974451e-44
8266,4.203895392974451e-44
8276,4.203895392974451e-44
8287,4.203895392974451e-44
8296,4.203895392974451e-44
8305,4.203895392974451e-44
8316,4.203895392974451e-44
8326,4.203895392974451e-44
8338,4.203895392974451e-44
8346,4.203895392974451e-44
8355,4.203895392974451e-44
8366,4.203895392974451e-44
8376,4.203895392974451e-44
8387,4.203895392974451e-44
8396,4.203895392974451e-44
8405,4.203895392974451e-44
8416,4.203895392974451e-44
8426,4.203895392974451e-44
8437,4.203895392974451e-44
8446,4.203895392974451e-44
8455,4.203895392974451e-44
8466,4.203895392974451e-44
8476,4.203895392974451e-44
8487,4.203895392974451e-44
8496,4.203895392974451e-44
8504,4.203895392974451e-44
8516,4.203895392974451e-44
8526,4.203895392974451e-44
8537,4.203895392974451e-44
8547,4.203895392974451e-44
8555,4.203895392974451e-44
8566,4.203895392974451e-44
8576,4.203895392974451e-44
8589,4.203895392974451e-44
8597,4.203895392974451e-44
8604,4.203895392974451e-44
8616,4.203895392974451e-44
8627,4.203895392974451e-44
8637,4.203895392974451e-44
8647,4.203895392974451e-44
8654,4.203895392974451e-44
8667,4.203895392974451e-44
8677,4.203895392974451e-44
8687,4.203895392974451e-44
8697,4.203895392974451e-44
8703,4.203895392974451e-44
8717,4.203895392974451e-44
8727,4.203895392974451e-44
8738,4.203895392974451e-44
8747,4.203895392974451e-44
8754,4.203895392974451e-44
8767,4.203895392974451e-44
8777,4.203895392974451e-44
8788,4.203895392974451e-44
8797,4.203895392974451e-44
8803,4.203895392974451e-44
8817,4.203895392974451e-44
8827,4.203895392974451e-44
8840,4.203895392974451e-44
8847,4.203895392974451e-44
8853,4.203895392974451e-44
8867,4.203895392974451e-44
8877,4.203895392974451e-44
8888,4.203895392974451e-44
8897,4.203895392974451e-44
8903,4.203895392974451e-44
8917,4.203895392974451e-44
8927,4.203895392974451e-44
8938,4.203895392974451e-44
8947,4.203895392974451e-44
8953,4.203895392974451e-44
8967,4.203895392974451e-44
8977,4.203895392974451e-44
8988,4.203895392974451e-44
8997,4.203895392974451e-44
9003,4.203895392974451e-44
9017,4.203895392974451e-44
9027,4.203895392974451e-44
9038,4.203895392974451e-44
9046,4.203895392974451e-44
9053,4.203895392974451e-44
9066,4.203895392974451e-44
9076,4.203895392974451e-44
9088,4.203895392974451e-44
9096,4.203895392974451e-44
9103,4.203895392974451e-44
9116,4.203895392974451e-44
9126,4.203895392974451e-44
9140,4.203895392974451e-44
9147,4.203895392974451e-44
9153,4.203895392974451e-44
9166,4.203895392974451e-44
9176,4.203895392974451e-44
9189,4.203895392974451e-44
9196,4.203895392974451e-44
9203,4.203895392974451e-44
9216,4.203895392974451e-44
9226,4.203895392974451e-44
9237,4.203895392974451e-44
9245,4.203895392974451e-44
9253,4.203895392974451e-44
9266,4.203895392974451e-44
9275,4.203895392974451e-44
9288,4.203895392974451e-44
9295,4.203895392974451e-44
9303,4.203895392974451e-44
9315,4.203895392974451e-44
9325,4.203895392974451e-44
9347,4.203895392974451e-44
9353,4.203895392974451e-44
9365,4.203895392974451e-44
9375,4.203895392974451e-44
9389,4.203895392974451e-44
9395,4.203895392974451e-44
9403,4.203895392974451e-44
9415,4.203895392974451e-44
9425,4.203895392974451e-44
9435,4.203895392974451e-44
9444,4.203895392974451e-44
9453,4.203895392974451e-44
9464,4.203895392974451e-44
9475,4.203895392974451e-44
9485,4.203895392974451e-44
9494,4.203895392974451e-44
9503,4.203895392974451e-44
9514,4.203895392974451e-44
9524,4.203895392974451e-44
9539,4.203895392974451e-44
9545,4.203895392974451e-44
9553,4.203895392974451e-44
9564,4.203895392974451e-44
9574,4.203895392974451e-44
9584,4.203895392974451e-44
9594,4.203895392974451e-44
9603,4.203895392974451e-44
9614,4.203895392974451e-44
9624,4.203895392974451e-44
9635,4.203895392974451e-44
9644,4.203895392974451e-44
9653,4.203895392974451e-44
9664,4.203895392974451e-44
9674,4.203895392974451e-44
9684,4.203895392974451e-44
9693,4.203895392974451e-44
9703,4.203895392974451e-44
9713,4.203895392974451e-44
9723,4.203895392974451e-44
9738,4.203895392974451e-44
9743,4.203895392974451e-44
9753,4.203895392974451e-44
9763,4.203895392974451e-44
9773,4.203895392974451e-44
9783,4.203895392974451e-44
9793,4.203895392974451e-44
9803,4.203895392974451e-44
9813,4.203895392974451e-44
9823,4.203895392974451e-44
9833,4.203895392974451e-44
9843,4.203895392974451e-44
9853,4.203895392974451e-44
9863,4.203895392974451e-44
9873,4.203895392974451e-44
9887,4.203895392974451e-44
9893,4.203895392974451e-44
9904,4.203895392974451e-44
9913,4.203895392974451e-44
9923,4.203895392974451e-44
9933,4.203895392974451e-44
9943,4.203895392974451e-44
9954,4.203895392974451e-44
9963,4.203895392974451e-44
9973,4.203895392974451e-44
9983,4.203895392974451e-44
9994,4.203895392974451e-44
10004,4.203895392974451e-44
10014,4.203895392974451e-44
10024,4.203895392974451e-44
10037,4.203895392974451e-44
10044,4.203895392974451e-44
10054,4.203895392974451e-44
10064,4.203895392974451e-44
10074,4.203895392974451e-44
10084,4.203895392974451e-44
10094,4.203895392974451e-44
10104,4.203895392974451e-44
10114,4.203895392974451e-44
10124,4.203895392974451e-44
10134,4.203895392974451e-44
10144,4.203895392974451e-44
10154,4.203895392974451e-44
10164,4.203895392974451e-44
10174,4.203895392974451e-44
10189,4.203895392974451e-44
10194,4.203895392974451e-44
10204,4.203895392974451e-44
10214,4.203895392974451e-44
10224,4.203895392974451e-44
10234,4.203895392974451e-44
10244,4.203895392974451e-44
10254,4.203895392974451e-44
10264,4.203895392974451e-44
10274,4.203895392974451e-44
10284,4.203895392974451e-44
10294,4.203895392974451e-44
10304,4.203895392974451e-44
10314,4.203895392974451e-44
10324,4.203895392974451e-44
10335,4.203895392974451e-44
10344,4.203895392974451e-44
10354,4.203895392974451e-44
10364,4.203895392974451e-44
10374,4.203895392974451e-44
10389,4.203895392974451e-44
10394,4.203895392974451e-44
10405,4.203895392974451e-44
10414,4.203895392974451e-44
10424,4.203895392974451e-44
10435,4.203895392974451e-44
10444,4.203895392974451e-44
10455,4.203895392974451e-44
10464,4.203895392974451e-44
10474,4.203895392974451e-44
10485,4.203895392974451e-44
10494,4.203895392974451e-44
10505,4.203895392974451e-44
10514,4.203895392974451e-44
10525,4.203895392974451e-44
10537,4.203895392974451e-44
10545,4.203895392974451e-44
10555,4.203895392974451e-44
10565,4.203895392974451e-44
10575,4.203895392974451e-44
10585,4.203895392974451e-44
10595,4.203895392974451e-44
10605,4.203895392974451e-44
10615,4.203895392974451e-44
10625,4.203895392974451e-44
10635,4.203895392974451e-44
10645,4.203895392974451e-44
10655,4.203895392974451e-44
10665,4.203895392974451e-44
10675,4.203895392974451e-44
10685,4.203895392974451e-44
10695,4.203895392974451e-44
10705,4.203895392974451e-44
10714,4.203895392974451e-44
10725,4.203895392974451e-44
10739,4.203895392974451e-44
10745,4.203895392974451e-44
10755,4.203895392974451e-44
10765,4.203895392974451e-44
10775,4.203895392974451e-44
10785,4.203895392974451e-44
10795,4.203895392974451e-44
10805,4.203895392974451e-44
10814,4.203895392974451e-44
10825,4.203895392974451e-44
10836,4.203895392974451e-44
10845,4.203895392974451e-44
10855,4.203895392974451e-44
10865,4.203895392974451e-44
10875,4.203895392974451e-44
10886,4.203895392974451e-44
10895,4.203895392974451e-44
10905,4.203895392974451e-44
10915,4.203895392974451e-44
10925,4.203895392974451e-44
10938,4.203895392974451e-44
10945,4.203895392974451e-44
10955,4.203895392974451e-44
10965,4.203895392974451e-44
10975,4.203895392974451e-44
10986,4.203895392974451e-44
10995,4.203895392974451e-44
11006,4.203895392974451e-44
11015,4.203895392974451e-44
11025,4.203895392974451e-44
11036,4.203895392974451e-44
11045,4.203895392974451e-44
11056,4.203895392974451e-44
11065,4.203895392974451e-44
11076,4.203895392974451e-44
11086,4.203895392974451e-44
11096,4.203895392974451e-44
11106,4.203895392974451e-44
11115,4.203895392974451e-44
11126,4.203895392974451e-44
11137,4.203895392974451e-44
11146,4.203895392974451e-44
11156,4.203895392974451e-44
11165,4.203895392974451e-44
11176,4.203895392974451e-44
11188,4.203895392974451e-44
11196,4.203895392974451e-44
11206,4.203895392974451e-44
11215,4.203895392974451e-44
11226,4.203895392974451e-44
11236,4.203895392974451e-44
11246,4.203895392974451e-44
11256,4.203895392974451e-44
11265,4.203895392974451e-44
11276,4.203895392974451e-44
11287,4.203895392974451e-44
11296,4.203895392974451e-44
11306,4.203895392974451e-44
11315,4.203895392974451e-44
11326,4.203895392974451e-44
11337,4.203895392974451e-44
11346,4.203895392974451e-44
11356,4.203895392974451e-44
11365,4.203895392974451e-44
11376,4.203895392974451e-44
11387,4.203895392974451e-44
11396,4.203895392974451e-44
11406,4.203895392974451e-44
11415,4.203895392974451e-44
11426,4.203895392974451e-44
11438,4.203895392974451e-44
11446,4.203895392974451e-44
11456,4.203895392974451e-44
11465,4.203895392974451e-44
11476,4.203895392974451e-44
11487,4.203895392974451e-44
11496,4.203895392974451e-44
11507,4.203895392974451e-44
11514,4.203895392974451e-44
11526,4.203895392974451e-44
11537,4.203895392974451e-44
11546,4.203895392974451e-44
11557,4.203895392974451e-44
11565,4.203895392974451e-44
11576,4.203895392974451e-44
11588,4.203895392974451e-44
11596,4.203895392974451e-44
11607,4.203895392974451e-44
11613,4.203895392974451e-44
11627,4.203895392974451e-44
11638,4.203895392974451e-44
11646,4.203895392974451e-44
11657,4.203895392974451e-44
11664,4.203895392974451e-44
11677,4.203895392974451e-44
11689,4.203895392974451e-44
11697,4.203895392974451e-44
11707,4.203895392974451e-44
11713,4.203895392974451e-44
11727,4.203895392974451e-44
11738,4.203895392974451e-44
11747,4.203895392974451e-44
11757,4.203895392974451e-44
11764,4.203895392974451e-44
11777,4.203895392974451e-44
11788,4.203895392974451e-44
11796,4.203895392974451e-44
11807,4.203895392974451e-44
11813,4.203895392974451e-44
11827,4.203895392974451e-44
11838,4.203895392974451e-44
11847,4.203895392974451e-44
11857,4.203895392974451e-44
11864,4.203895392974451e-44
11877,4.203895392974451e-44
11888,4.203895392974451e-44
11896,4.203895392974451e-44
11907,4.203895392974451e-44
11913,4.203895392974451e-44
11927,4.203895392974451e-44
11938,4.203895392974451e-44
11947,4.203895392974451e-44
11957,4.203895392974451e-44
11963,4.203895392974451e-44
11977,4.203895392974451e-44
11990,4.203895392974451e-44
11997,4.203895392974451e-44
12007,4.203895392974451e-44
12013,4.203895392974451e-44
12027,4.203895392974451e-44
12039,4.203895392974451e-44
12046,4.203895392974451e-44
12056,4.203895392974451e-44
12063,4.203895392974451e-44
12076,4.203895392974451e-44
12088,4.203895392974451e-44
12096,4.203895392974451e-44
12106,4.203895392974451e-44
12113,4.203895392974451e-44
12126,4.203895392974451e-44
12138,4.203895392974451e-44
12146,4.203895392974451e-44
12156,4.203895392974451e-44
12163,4.203895392974451e-44
12176,4.203895392974451e-44
12188,4.203895392974451e-44
12195,4.203895392974451e-44
12206,4.203895392974451e-44
12213,4.203895392974451e-44
12226,4.203895392974451e-44
12240,4.203895392974451e-44
12246,4.203895392974451e-44
12255,4.203895392974451e-44
12263,4.203895392974451e-44
12276,4.203895392974451e-44
12287,4.203895392974451e-44
12295,4.203895392974451e-44
12305,4.203895392974451e-44
12313,4.203895392974451e-44
12325,4.203895392974451e-44
12337,4.203895392974451e-44
12345,4.203895392974451e-44
12355,4.203895392974451e-44
12363,4.203895392974451e-44
12375,4.203895392974451e-44
12387,4.203895392974451e-44
12395,4.203895392974451e-44
12405,4.203895392974451e-44
12413,4.203895392974451e-44
12425,4.203895392974451e-44
12440,4.203895392974451e-44
12446,4.203895392974451e-44
12455,4.203895392974451e-44
12463,4.203895392974451e-44
12475,4.203895392974451e-44
12485,4.203895392974451e-44
12494,4.203895392974451e-44
12504,4.203895392974451e-44
12513,4.203895392974451e-44
12524,4.203895392974451e-44
12535,4.203895392974451e-44
12544,4.203895392974451e-44
12554,4.203895392974451e-44
12563,4.203895392974451e-44
12574,4.203895392974451e-44
12586,4.203895392974451e-44
12594,4.203895392974451e-44
12604,4.203895392974451e-44
12613,4.203895392974451e-44
12624,4.203895392974451e-44
12640,4.203895392974451e-44
12645,4.203895392974451e-44
12654,4.203895392974451e-44
12663,4.203895392974451e-44
12674,4.203895392974451e-44
12684,4.203895392974451e-44
12693,4.203895392974451e-44
12704,4.203895392974451e-44
12713,4.203895392974451e-44
12723,4.203895392974451e-44
12733,4.203895392974451e-44
12743,4.203895392974451e-44
12753,4.203895392974451e-44
12763,4.203895392974451e-44
12773,4.203895392974451e-44
12790,4.203895392974451e-44
12794,4.203895392974451e-44
12803,4.203895392974451e-44
12813,4.203895392974451e-44
12823,4.203895392974451e-44
12833,4.203895392974451e-44
12843,4.203895392974451e-44
12853,4.203895392974451e-44
12863,4.203895392974451e-44
12873,4.203895392974451e-44
12883,4.203895392974451e-44
12893,4.203895392974451e-44
12903,4.203895392974451e-44
12914,4.203895392974451e-44
12923,4.203895392974451e-44
12940,4.203895392974451e-44
12944,4.203895392974451e-44
12953,4.203895392974451e-44
12964,4.203895392974451e-44
12973,4.203895392974451e-44
12984,4.203895392974451e-44
12993,4.203895392974451e-44
13004,4.203895392974451e-44
13014,4.203895392974451e-44
13024,4.203895392974451e-44
13034,4.203895392974451e-44
13044,4.203895392974451e-44
13054,4.203895392974451e-44
13064,4.203895392974451e-44
13074,4.203895392974451e-44
13089,4.203895392974451e-44
13094,4.203895392974451e-44
13104,4.203895392974451e-44
13114,4.203895392974451e-44
13124,4.203895392974451e-44
13134,4.203895392974451e-44
13144,4.203895392974451e-44
13154,4.203895392974451e-44
13164,4.203895392974451e-44
13174,4.203895392974451e-44
13184,4.203895392974451e-44
13194,4.203895392974451e-44
13204,4.203895392974451e-44
13214,4.203895392974451e-44
13224,4.203895392974451e-44
13234,4.203895392974451e-44
13244,4.203895392974451e-44
13254,4.203895392974451e-44
13264,4.203895392974451e-44
13274,4.203895392974451e-44
13289,4.203895392974451e-44
13294,4.203895392974451e-44
13304,4.203895392974451e-44
13314,4.203895392974451e-44
13324,4.203895392974451e-44
13335,4.203895392974451e-44
13344,4.203895392974451e-44
13354,4.203895392974451e-44
13364,4.203895392974451e-44
13374,4.203895392974451e-44
13384,4.203895392974451e-44
13394,4.203895392974451e-44
13404,4.203895392974451e-44
13415,4.203895392974451e-44
13424,4.203895392974451e-44
13437,4.203895392974451e-44
13444,4.203895392974451e-44
13454,4.203895392974451e-44
13465,4.203895392974451e-44
13474,4.203895392974451e-44
13485,4.203895392974451e-44
13494,4.203895392974451e-44
13504,4.203895392974451e-44
13515,4.203895392974451e-44
13525,4.203895392974451e-44
13535,4.203895392974451e-44
13544,4.203895392974451e-44
13555,4.203895392974451e-44
13565,4.203895392974451e-44
13575,4.203895392974451e-44
13585,4.203895392974451e-44
13595,4.203895392974451e-44
13605,4.203895392974451e-44
13615,4.203895392974451e-44
13625,4.203895392974451e-44
13639,4.203895392974451e-44
13645,4.203895392974451e-44
13655,4.203895392974451e-44
13665,4.203895392974451e-44
13675,4.203895392974451e-44
13685,4.203895392974451e-44
13695,4.203895392974451e-44
13705,4.203895392974451e-44
13715,4.203895392974451e-44
13725,4.203895392974451e-44
13735,4.203895392974451e-44
13745,4.203895392974451e-44
13755,4.203895392974451e-44
13765,4.203895392974451e-44
13775,4.203895392974451e-44
13786,4.203895392974451e-44
13795,4.203895392974451e-44
13805,4.203895392974451e-44
13815,4.203895392974451e-44
13825,4.203895392974451e-44
13837,4.203895392974451e-44
13845,4.203895392974451e-44
13855,4.203895392974451e-44
13865,4.203895392974451e-44
13875,4.203895392974451e-44
13886,4.203895392974451e-44
13895,4.203895392974451e-44
13905,4.203895392974451e-44
13915,4.203895392974451e-44
13925,4.203895392974451e-44
13935,4.203895392974451e-44
13945,4.203895392974451e-44
13955,4.203895392974451e-44
13966,4.203895392974451e-44
13975,4.203895392974451e-44
13986,4.203895392974451e-44
13995,4.203895392974451e-44
14005,4.203895392974451e-44
14016,4.203895392974451e-44
14025,4.203895392974451e-44
14036,4.203895392974451e-44
14045,4.203895392974451e-44
14055,4.203895392974451e-44
14066,4.203895392974451e-44
14075,4.203895392974451e-44
14087,4.203895392974451e-44
14096,4.203895392974451e-44
14106,4.203895392974451e-44
14116,4.203895392974451e-44
14125,4.203895392974451e-44
14136,4.203895392974451e-44
14146,4.203895392974451e-44
14156,4.203895392974451e-44
14166,4.203895392974451e-44
14175,4.203895392974451e-44
14186,4.203895392974451e-44
14196,4.203895392974451e-44
14206,4.203895392974451e-44
14216,4.203895392974451e-44
14225,4.203895392974451e-44
14236,4.203895392974451e-44
14246,4.203895392974451e-44
14256,4.203895392974451e-44
14266,4.203895392974451e-44
14275,4.203895392974451e-44
14286,4.203895392974451e-44
14296,4.203895392974451e-44
14306,4.203895392974451e-44
14316,4.203895392974451e-44
14324,4.203895392974451e-44
14338,4.203895392974451e-44
14346,4.203895392974451e-44
14356,4.203895392974451e-44
14366,4.203895392974451e-44
14375,4.203895392974451e-44
14387,4.203895392974451e-44
14396,4.203895392974451e-44
14406,4.203895392974451e-44
14416,4.203895392974451e-44
14424,4.203895392974451e-44
14436,4.203895392974451e-44
14446,4.203895392974451e-44
14456,4.203895392974451e-44
14466,4.203895392974451e-44
14475,4.203895392974451e-44
14487,4.203895392974451e-44
14496,4.203895392974451e-44
14506,4.203895392974451e-44
14516,4.203895392974451e-44
14523,4.203895392974451e-44
14536,4.203895392974451e-44
14546,4.203895392974451e-44
14556,4.203895392974451e-44
14567,4.203895392974451e-44
14574,4.203895392974451e-44
14588,4.203895392974451e-44
14596,4.203895392974451e-44
14606,4.203895392974451e-44
14617,4.203895392974451e-44
14623,4.203895392974451e-44
14636,4.203895392974451e-44
14647,4.203895392974451e-44
14657,4.203895392974451e-44
14667,4.203895392974451e-44
14674,4.203895392974451e-44
14687,4.203895392974451e-44
14697,4.203895392974451e-44
14707,4.203895392974451e-44
14717,4.203895392974451e-44
14723,4.203895392974451e-44
14733,4.203895392974451e-44
14747,4.203895392974451e-44
14756,4.203895392974451e-44
14767,4.203895392974451e-44
14773,4.203895392974451e-44
14783,4.203895392974451e-44
14792,7.286752014489049e-44
14801,4.203895392974451e-44
14811,4.203895392974451e-44
14820,4.203895392974451e-44
14831,4.203895392974451e-44
14841,4.203895392974451e-44
14851,4.203895392974451e-44
14861,4.203895392974451e-44
14871,4.203895392974451e-44
14881,4.203895392974451e-44
14891,4.203895392974451e-44
14901,4.203895392974451e-44
14911,4.203895392974451e-44
14920,4.203895392974451e-44
14931,4.203895392974451e-44
14947,4.203895392974451e-44
14957,4.203895392974451e-44
14967,4.203895392974451e-44
14973,4.203895392974451e-44
14987,4.203895392974451e-44
14996,4.203895392974451e-44
15006,4.203895392974451e-44
15016,4.203895392974451e-44
15023,4.203895392974451e-44
15036,4.203895392974451e-44
15046,4.203895392974451e-44
15056,4.203895392974451e-44
15066,4.203895392974451e-44
15073,4.203895392974451e-44
15086,4.203895392974451e-44
15096,4.203895392974451e-44
15106,4.203895392974451e-44
15115,4.203895392974451e-44
15123,4.203895392974451e-44
15136,4.203895392974451e-44
15145,4.203895392974451e-44
15153,7.286752014489049e-44
