Timestamp (ms),INT_STRAIN6
5299,10
5299,9
5299,8
5306,10
5306,10
5306,8
5306,10
5306,10
5306,10
5306,10
5307,8
5307,10
5307,9
5307,10
5307,9
5307,8
5307,10
5307,9
5307,11
5308,10
5308,8
5308,10
5308,9
5308,10
5308,10
5308,8
5308,10
5308,9
5309,10
5309,10
5309,8
5309,10
5309,9
5309,10
5309,10
5309,8
5316,9
5316,9
5316,11
5316,10
5316,10
5317,8
5317,9
5317,10
5317,9
5317,9
5317,9
5317,9
5317,11
5317,9
5318,9
5318,9
5318,8
5318,9
5318,9
5318,10
5318,10
5318,9
5318,11
5318,9
5319,9
5319,9
5319,8
5319,10
5319,9
5319,10
5319,9
5331,7
5337,10
5337,10
5337,10
5337,8
5337,9
5338,10
5338,10
5338,10
5338,8
5338,9
5338,10
5338,10
5338,10
5338,8
5339,9
5339,10
5339,9
5339,9
5339,9
5339,9
5339,11
5339,9
5345,10
5345,10
5345,8
5345,9
5346,9
5346,10
5346,10
5346,8
5346,9
5346,8
5346,10
5346,9
5346,8
5346,9
5347,8
5347,10
5347,10
5347,9
5347,9
5347,8
5347,10
5347,10
5347,9
5348,9
5348,8
5348,10
5348,10
5348,9
5348,10
5348,8
5348,10
5348,10
5348,10
5349,10
5349,8
5349,10
5349,10
5349,9
5349,10
5349,8
5356,9
5356,9
5356,10
5356,10
5356,8
5357,9
5357,9
5357,10
5357,9
5357,8
5357,9
5357,9
5357,10
5357,10
5357,8
5358,9
5358,9
5358,10
5358,9
5358,8
5358,9
5358,9
5358,10
5358,9
5359,8
5359,10
5359,9
5359,10
5359,10
5359,8
5359,9
5359,8
5366,9
5366,8
5366,10
5366,9
5367,11
5367,10
5367,8
5367,9
5367,9
5367,10
5367,10
5367,8
5367,9
5367,9
5368,10
5368,10
5368,8
5368,9
5368,9
5368,10
5368,9
5368,8
5368,9
5369,8
5369,10
5369,10
5369,9
5369,9
5369,8
5369,10
5369,9
5381,9
5387,10
5387,10
5387,8
5387,8
5387,8
5387,10
5388,10
5388,9
5388,9
5388,8
5388,10
5388,10
5388,9
5388,10
5388,9
5389,10
5389,10
5389,9
5389,10
5389,8
5389,10
5389,10
5389,10
5395,9
5395,10
5395,10
5395,9
5395,9
5395,10
5395,10
5395,9
5396,9
5396,9
5396,10
5396,10
5396,10
5396,9
5396,8
5396,10
5396,10
5396,10
5397,9
5397,8
5397,10
5397,10
5397,10
5397,9
5397,8
5397,10
5397,10
5398,10
5398,10
5398,8
5398,10
5398,10
5398,10
5398,9
5398,8
5398,10
5398,9
5399,10
5399,9
5399,8
5399,9
5399,8
5399,10
5399,10
5406,6
5406,10
5406,10
5406,11
5406,10
5407,7
5407,10
5407,10
5407,10
5407,9
5407,8
5407,9
5407,9
5407,10
5408,10
5408,8
5408,9
5408,9
5408,10
5408,9
5408,9
5408,9
5408,9
5408,10
5409,9
5409,8
5409,9
5409,8
5409,10
5409,9
5409,8
5416,8
5416,11
5416,9
5416,10
5416,9
5417,8
5417,10
5417,9
5417,10
5417,9
5417,8
5417,10
5417,9
5417,10
5418,10
5418,8
5418,10
5418,9
5418,10
5418,10
5418,8
5418,10
5418,9
5418,10
5419,10
5419,8
5419,10
5419,9
5419,10
5419,9
5419,8
5434,6
5439,8
5439,10
5439,10
5439,10
5439,9
5439,8
5439,10
5439,10
5445,9
5445,9
5445,10
5445,10
5445,8
5446,9
5446,9
5446,10
5446,10
5446,8
5446,9
5446,10
5446,8
5446,10
5446,6
5447,10
5447,7
5447,10
5447,12
5447,7
5447,8
5447,10
5447,10
5447,10
5448,9
5448,8
5448,10
5448,10
5448,10
5448,9
5448,8
5448,10
5448,10
5449,10
5449,10
5449,7
5449,10
5449,10
5449,10
5449,10
5449,8
5456,10
5456,9
5456,9
5457,10
5457,10
5457,10
5457,9
5457,8
5457,11
5457,9
5457,10
5457,9
5457,8
5458,10
5458,9
5458,10
5458,10
5458,8
5458,10
5458,9
5458,10
5458,10
5459,8
5459,10
5459,9
5459,10
5459,10
5459,9
5459,10
5459,9
5466,8
5466,9
5466,9
5467,10
5467,10
5467,8
5467,10
5467,9
5467,10
5467,10
5467,8
5467,10
5468,9
5468,10
5468,9
5468,9
5468,10
5468,9
5468,10
5468,10
5468,8
5468,9
5469,9
5469,10
5469,10
5469,8
5469,9
5469,8
5469,10
5481,8
5487,10
5487,9
5487,10
5488,10
5488,8
5488,9
5488,9
5488,10
5488,10
5488,8
5488,9
5488,8
5488,10
5489,10
5489,9
5489,9
5489,8
5489,10
5489,9
5489,9
5494,9
5494,9
5495,10
5495,10
5495,10
5495,9
5495,8
5495,10
5495,10
5495,10
5495,9
5496,8
5496,10
5496,10
5496,10
5496,9
5496,8
5496,10
5496,10
5496,10
5496,10
5497,8
5497,10
5497,9
5497,10
5497,9
5497,8
5497,10
5497,10
5497,10
5498,10
5498,8
5498,10
5498,9
5498,10
5498,9
5498,8
5498,10
5498,9
5499,10
5499,9
5499,8
5499,9
5499,9
5499,10
5499,9
5499,8
5506,10
5506,10
5507,10
5507,8
5507,10
5507,10
5507,10
5507,9
5507,8
5507,10
5507,10
5507,10
5508,10
5508,8
5508,9
5508,9
5508,10
5508,10
5508,8
5508,10
5508,9
5509,10
5509,10
5509,8
5509,9
5509,9
5509,10
5509,9
5509,8
5516,9
5516,10
5516,10
5517,8
5517,10
5517,9
5517,10
5517,10
5517,8
5517,10
5517,9
5517,10
5518,9
5518,8
5518,9
5518,9
5518,10
5518,9
5518,8
5518,8
5518,9
5519,10
5519,9
5519,9
5519,9
5519,10
5519,10
5519,10
5519,9
5531,9
5537,9
5537,10
5538,10
5538,8
5538,10
5538,9
5538,11
5538,9
5538,8
5538,9
5538,9
5538,10
5539,10
5539,8
5539,9
5539,8
5539,10
5539,10
5539,9
5545,10
5545,10
5545,8
5545,9
5545,10
5545,9
5546,10
5546,8
5546,10
5546,9
5546,10
5546,10
5546,8
5546,10
5546,9
5547,10
5547,9
5547,8
5547,9
5547,9
5547,10
5547,8
5547,8
5547,9
5547,9
5548,11
5548,9
5548,8
5548,9
5548,8
5548,10
5548,10
5548,8
5548,9
5549,8
5549,10
5549,9
5549,9
5549,9
5549,8
5549,11
5549,10
5556,9
5556,10
5557,10
5557,8
5557,10
5557,9
5557,10
5557,9
5557,8
5557,10
5557,9
5557,10
5558,9
5558,8
5558,10
5558,9
5558,10
5558,9
5558,8
5558,9
5558,9
5559,10
5559,10
5559,9
5559,9
5559,10
5559,10
5559,9
5559,8
5566,10
5567,8
5567,10
5567,9
5567,10
5567,10
5567,8
5567,10
5567,9
5567,10
5567,9
5568,8
5568,10
5568,9
5568,10
5568,10
5568,8
5568,10
5568,9
5568,10
5569,10
5569,8
5569,10
5569,9
5569,10
5569,10
5569,8
5569,10
5582,10
5588,10
5588,9
5588,10
5588,8
5588,10
5588,10
5588,9
5588,10
5589,8
5589,10
5589,10
5589,9
5589,10
5589,8
5589,10
5589,10
5594,10
5594,9
5594,8
5594,9
5594,9
5594,10
5595,9
5595,8
5595,9
5595,9
5595,10
5595,9
5595,8
5595,9
5595,9
5596,10
5596,10
5596,8
5596,9
5596,10
5596,10
5596,9
5596,8
5596,9
5596,8
5597,10
5597,10
5597,9
5597,10
5597,8
5597,10
5597,10
5597,9
5597,10
5598,8
5598,10
5598,10
5598,9
5598,10
5598,9
5598,10
5598,10
5598,9
5599,10
5599,8
5599,10
5599,10
5599,10
5599,10
5599,8
5599,10
5606,10
5607,8
5607,9
5607,10
5607,10
5607,10
5607,8
5607,8
5607,10
5607,10
5607,10
5608,9
5608,8
5608,10
5608,10
5608,10
5608,9
5608,8
5608,10
5608,10
5609,10
5609,9
5609,8
5609,10
5609,10
5609,10
5609,10
5609,8
5616,9
5617,10
5617,10
5617,8
5617,10
5617,9
5617,10
5617,10
5617,8
5617,10
5618,9
5618,10
5618,10
5618,8
5618,10
5618,9
5618,10
5618,11
5618,8
5618,10
5619,9
5619,10
5619,10
5619,8
5619,9
5619,10
5619,10
5632,8
5638,8
5638,10
5638,9
5638,10
5638,9
5638,8
5638,10
5639,9
5639,10
5639,10
5639,8
5639,9
5639,10
5639,10
5645,10
5645,8
5645,9
5645,10
5645,9
5645,10
5645,8
5645,9
5645,11
5645,9
5646,10
5646,8
5646,8
5646,10
5646,10
5646,9
5646,9
5646,10
5646,10
5647,9
5647,10
5647,9
5647,8
5647,11
5647,9
5647,10
5647,9
5647,8
5647,11
5648,9
5648,10
5648,10
5648,8
5648,10
5648,9
5648,10
5648,10
5648,8
5649,10
5649,9
5649,10
5649,10
5649,8
5649,10
5649,9
5649,10
5657,8
5657,10
5657,10
5657,10
5657,10
5657,8
5657,10
5657,10
5657,10
5658,8
5658,8
5658,10
5658,10
5658,10
5658,9
5658,8
5658,10
5658,10
5659,10
5659,9
5659,8
5659,10
5659,10
5659,10
5659,9
5659,7
5667,8
5667,9
5667,10
5667,9
5667,10
5667,8
5667,9
5667,10
5667,9
5668,9
5668,9
5668,8
5668,11
5668,9
5668,10
5668,9
5668,8
5668,11
5668,9
5669,10
5669,8
5669,8
5669,11
5669,9
5669,10
5669,9
5684,10
5689,11
5693,8
5693,10
5693,9
5694,10
5694,10
5694,8
5694,9
5694,10
5694,10
5694,9
5694,8
5694,9
5695,10
5695,10
5695,10
5695,9
5695,9
5695,10
5695,10
5695,10
5695,9
5696,8
5696,10
5696,10
5696,10
5696,9
5696,8
5696,9
5696,10
5696,9
5696,9
5697,8
5697,10
5697,10
5697,10
5697,9
5697,8
5697,10
5697,9
5697,10
5698,10
5698,8
5698,10
5698,9
5698,10
5698,10
5698,8
5698,9
5698,9
5698,10
5699,9
5699,8
5699,9
5699,9
5699,10
5699,10
5699,8
5707,9
5707,9
5707,10
5707,10
5707,9
5707,9
5707,10
5707,10
5707,10
5708,8
5708,8
5708,10
5708,10
5708,10
5708,9
5708,8
5708,10
5708,10
5709,10
5709,9
5709,8
5709,10
5709,10
5709,10
5709,10
5709,8
5717,8
5717,10
5717,9
5717,10
5717,10
5717,8
5717,10
5717,7
5718,11
5718,10
5718,8
5718,10
5718,9
5718,11
5718,9
5718,8
5718,10
5719,9
5719,10
5719,9
5719,8
5719,9
5719,10
5719,10
5719,10
5732,8
5738,10
5738,10
5738,10
5738,9
5739,8
5739,10
5739,10
5739,10
5739,9
5739,8
5739,9
5745,10
5745,8
5745,10
5745,10
5745,9
5745,10
5745,8
5745,10
5746,10
5746,10
5746,10
5746,8
5746,10
5746,9
5746,9
5746,10
5746,8
5746,10
5747,10
5747,9
5747,10
5747,8
5747,9
5747,10
5747,9
5747,9
5747,9
5748,9
5748,10
5748,9
5748,10
5748,8
5748,9
5748,10
5748,10
5748,10
5748,8
5749,9
5749,10
5749,9
5749,10
5749,9
5749,9
5749,10
5757,10
5757,10
5757,10
5757,8
5757,10
5757,10
5757,9
5758,9
5758,8
5758,10
5758,10
5758,9
5758,10
5758,8
5758,9
5758,10
5758,10
5759,10
5759,8
5759,10
5759,9
5759,10
5759,9
5759,8
5767,8
5767,9
5767,9
5767,10
5767,10
5767,8
5767,9
5768,9
5768,10
5768,9
5768,8
5768,9
5768,10
5768,10
5768,10
5768,9
5768,8
5769,10
5769,10
5769,10
5769,9
5769,8
5769,10
5769,10
5781,10
5788,10
5788,10
5788,9
5788,9
5788,9
5788,10
5788,10
5789,8
5789,8
5789,10
5789,10
5789,10
5789,9
5789,8
5794,10
5794,10
5794,8
5794,9
5794,9
5794,10
5794,10
5794,9
5795,9
5795,10
5795,10
5795,10
5795,9
5795,9
5795,10
5795,10
5795,10
5795,9
5796,8
5796,10
5796,10
5796,10
5796,9
5796,8
5796,10
5796,10
5796,10
5797,9
5797,8
5797,10
5797,10
5797,10
5797,10
5797,8
5797,10
5797,10
5797,10
5798,10
5798,8
5798,10
5798,10
5798,10
5798,10
5798,8
5798,10
5798,9
5799,10
5799,10
5799,8
5799,9
5799,9
5799,10
5799,10
5799,8
5807,8
5807,9
5807,8
5807,10
5807,10
5807,9
5807,9
5808,8
5808,10
5808,10
5808,9
5808,10
5808,8
5808,10
5808,10
5808,10
5809,9
5809,8
5809,10
5809,10
5809,8
5809,10
5809,8
5809,10
5817,9
5817,8
5817,10
5817,10
5817,10
5817,9
5818,8
5818,10
5818,10
5818,10
5818,10
5818,8
5818,10
5818,9
5818,10
5819,9
5819,8
5819,10
5819,10
5819,10
5819,9
5819,9
5819,9
5832,11
5838,8
5839,9
5839,9
5839,10
5839,10
5839,8
5839,9
5839,8
5843,10
5844,9
5844,9
5844,11
5844,9
5844,10
5844,9
5844,9
5844,11
5844,9
5844,10
5845,9
5845,7
5845,10
5845,9
5845,10
5845,9
5845,8
5845,10
5845,9
5846,10
5846,10
5846,8
5846,10
5846,10
5846,10
5846,9
5846,8
5846,10
5847,9
5847,10
5847,9
5847,8
5847,10
5847,9
5847,10
5847,10
5847,8
5847,10
5848,9
5848,10
5848,9
5848,8
5848,10
5848,9
5848,10
5848,10
5848,8
5849,9
5849,10
5849,10
5849,8
5849,9
5849,9
5849,9
5849,10
5857,10
5857,10
5857,10
5857,8
5857,10
5857,10
5857,10
5857,10
5858,8
5858,9
5858,10
5858,9
5858,10
5858,8
5858,9
5858,10
5858,9
5859,10
5859,9
5859,8
5859,10
5859,9
5859,9
5859,9
5859,9
5867,10
5867,10
5867,10
5867,8
5867,10
5867,9
5867,10
5867,9
5868,8
5868,10
5868,10
5868,11
5868,10
5868,8
5868,10
5868,9
5868,10
5869,9
5869,8
5869,9
5869,9
5869,10
5869,10
5869,8
5869,9
5882,10
5888,9
5888,10
5888,10
5889,10
5889,9
5889,8
5889,11
5889,9
5889,10
5889,9
5893,8
5893,10
5894,10
5894,10
5894,10
5894,8
5894,10
5894,9
5894,10
5894,10
5894,8
5894,10
5895,9
5895,10
5895,9
5895,8
5895,9
5895,9
5895,11
5895,10
5895,8
5896,9
5896,8
5896,10
5896,10
5896,9
5896,10
5896,8
5896,10
5896,10
5896,9
5897,10
5897,8
5897,10
5897,9
5897,9
5897,9
5897,8
5897,10
5897,10
5898,9
5898,10
5898,7
5898,10
5898,10
5898,9
5898,10
5898,8
5898,10
5898,11
5899,10
5899,10
5899,8
5899,9
5899,10
5899,9
5899,10
5907,10
5907,10
5907,9
5907,9
5907,8
5907,10
5907,9
5907,9
5908,11
5908,8
5908,10
5908,10
5908,9
5908,10
5908,8
5908,10
5908,10
5908,9
5909,10
5909,8
5909,10
5909,10
5909,9
5909,11
5909,8
5917,8
5917,11
5917,9
5917,10
5917,9
5918,9
5918,11
5918,9
5918,10
5918,9
5918,9
5918,11
5918,9
5918,10
5918,9
5919,8
5919,11
5919,9
5919,10
5919,9
5919,8
5919,10
5935,9
5940,10
5945,10
5945,8
5945,9
5945,8
5945,10
5945,9
5945,8
5946,9
5946,8
5946,10
5946,10
5946,8
5946,9
5946,8
5946,9
5946,10
5947,8
5947,10
5947,8
5947,10
5947,10
5947,9
5947,9
5947,8
5947,10
5947,10
5948,10
5948,9
5948,8
5948,10
5948,10
5948,10
5948,9
5948,8
5948,10
5949,11
5949,9
5949,9
5949,8
5949,10
5949,10
5949,10
5949,10
5957,9
5957,8
5957,10
5957,10
5958,9
5958,9
5958,10
5958,10
5958,10
5958,10
5958,9
5958,8
5958,10
5958,10
5959,10
5959,10
5959,8
5959,9
5959,10
5959,10
5959,9
5967,10
5967,9
5967,10
5967,9
5967,8
5967,10
5968,9
5968,10
5968,9
5968,8
5968,11
5968,9
5968,9
5968,9
5968,8
5969,11
5969,9
5969,10
5969,9
5969,8
5969,10
5969,9
5969,10
5983,10
5989,10
5989,10
5989,10
5989,10
5989,8
5993,9
5993,8
5994,10
5994,9
5994,10
5994,10
5994,8
5994,9
5994,9
5994,10
5994,9
5995,8
5995,9
5995,9
5995,10
5995,10
5995,8
5995,9
5995,9
5995,10
5995,9
5996,8
5996,10
5996,8
5996,10
5996,10
5996,8
5996,9
5996,8
5996,10
5997,10
5997,9
5997,9
5997,8
5997,10
5997,10
5997,8
5997,10
5997,8
5997,10
5998,10
5998,9
5998,10
5998,8
5998,10
5998,10
5998,9
5998,9
5998,8
5999,10
5999,10
5999,9
5999,10
5999,8
5999,10
5999,10
5999,9
6007,10
6007,10
6007,9
6007,8
6007,10
6008,10
6008,10
6008,10
6008,8
6008,10
6008,10
6008,10
6008,9
6008,9
6009,10
6009,9
6009,10
6009,9
6009,8
6009,9
6009,10
6009,9
6017,9
6017,10
6017,8
6017,9
6017,10
6017,10
6017,10
6017,8
6018,10
6018,10
6018,9
6018,10
6018,8
6018,9
6018,10
6018,9
6018,10
6019,8
6019,10
6019,10
6019,10
6019,10
6019,8
6019,10
6019,10
6031,10
6038,10
6038,9
6038,9
6039,11
6039,9
6039,10
6039,9
6039,9
6039,11
6039,10
6039,10
6043,9
6043,8
6044,10
6044,10
6044,10
6044,10
6044,8
6044,10
6044,10
6044,10
6044,10
6044,8
6045,10
6045,9
6045,10
6045,10
6045,8
6045,10
6045,9
6045,10
6045,9
6046,8
6046,10
6046,9
6046,10
6046,9
6046,8
6046,9
6046,9
6046,10
6046,10
6047,8
6047,9
6047,9
6047,10
6047,9
6047,8
6047,10
6047,8
6047,10
6048,9
6048,9
6048,10
6048,8
6048,11
6048,10
6048,8
6048,9
6048,8
6049,10
6049,10
6049,8
6049,9
6049,8
6049,10
6049,10
6049,9
6057,9
6057,10
6057,8
6057,10
6057,10
6057,9
6057,9
6058,8
6058,10
6058,10
6058,10
6058,10
6058,8
6058,10
6058,10
6058,9
6058,10
6059,8
6059,10
6059,10
6059,10
6059,10
6059,8
6059,9
6067,10
6067,9
6067,10
6067,8
6067,10
6067,10
6067,10
6067,10
6067,8
6068,10
6068,10
6068,9
6068,10
6068,8
6068,9
6068,10
6068,10
6068,10
6068,9
6069,10
6069,10
6069,10
6069,10
6069,8
6069,9
6069,10
6082,10
6089,8
6089,9
6089,8
6089,10
6089,10
6089,8
6089,9
6093,9
6093,9
6093,10
6094,9
6094,10
6094,9
6094,8
6094,10
6094,9
6094,10
6094,9
6094,8
6095,9
6095,9
6095,10
6095,10
6095,8
6095,11
6095,9
6095,10
6095,10
6096,8
6096,10
6096,9
6096,10
6096,10
6096,8
6096,10
6096,9
6096,10
6096,10
6097,8
6097,10
6097,8
6097,10
6097,10
6097,8
6097,10
6097,9
6097,10
6098,9
6098,8
6098,11
6098,9
6098,11
6098,10
6098,8
6098,10
6098,9
6098,10
6099,10
6099,8
6099,10
6099,10
6099,10
6099,10
6099,8
6106,9
6106,10
6107,9
6107,8
6107,10
6107,9
6107,10
6107,10
6107,8
6107,10
6107,9
6108,10
6108,9
6108,8
6108,10
6108,9
6108,10
6108,10
6108,8
6108,10
6109,9
6109,10
6109,10
6109,8
6109,10
6109,9
6109,10
6109,10
6116,9
6116,10
6117,10
6117,8
6117,10
6117,9
6117,10
6117,10
6117,8
6117,10
6117,9
6117,10
6118,9
6118,8
6118,10
6118,9
6118,11
6118,9
6118,8
6118,10
6118,9
6119,10
6119,10
6119,8
6119,9
6119,9
6119,10
6119,10
6119,8
6131,10
6138,8
6139,9
6139,10
6139,10
6139,10
6139,9
6139,9
6139,9
6143,10
6143,8
6143,8
6144,10
6144,10
6144,10
6144,9
6144,8
6144,10
6144,10
6144,9
6144,9
6145,8
6145,10
6145,10
6145,10
6145,10
6145,8
6145,10
6145,10
6145,10
6145,9
6146,8
6146,10
6146,10
6146,11
6146,9
6146,8
6146,10
6146,10
6146,10
6147,10
6147,8
6147,10
6147,9
6147,10
6147,10
6147,8
6147,10
6147,9
6148,11
6148,10
6148,8
6148,9
6148,9
6148,11
6148,10
6148,8
6148,9
6148,9
6149,10
6149,10
6149,8
6149,9
6149,8
6149,10
6149,9
6156,8
6156,10
6156,10
6156,9
6157,9
6157,9
6157,10
6157,10
6157,10
6157,10
6157,8
6157,9
6157,10
6158,9
6158,9
6158,8
6158,9
6158,10
6158,10
6158,10
6158,8
6158,9
6158,10
6159,10
6159,10
6159,8
6159,9
6159,10
6159,9
6159,10
6166,10
6166,8
6166,9
6166,10
6166,10
6167,10
6167,9
6167,9
6167,10
6167,10
6167,10
6167,8
6167,9
6167,10
6167,9
6168,10
6168,8
6168,9
6168,11
6168,9
6168,9
6168,8
6168,9
6168,11
6169,9
6169,10
6169,9
6169,8
6169,11
6169,9
6169,10
6169,9
6181,9
6189,8
6189,10
6189,10
6189,10
6189,9
6189,8
6189,10
6193,10
6193,10
6193,9
6194,9
6194,8
6194,11
6194,10
6194,9
6194,9
6194,8
6194,10
6194,10
6195,8
6195,10
6195,8
6195,10
6195,10
6195,9
6195,10
6195,8
6195,10
6195,10
6196,9
6196,9
6196,8
6196,10
6196,10
6196,9
6196,10
6196,8
6196,10
6197,10
6197,10
6197,10
6197,8
6197,10
6197,10
6197,10
6197,10
6197,9
6197,10
6198,10
6198,10
6198,10
6198,9
6198,10
6198,11
6198,9
6198,10
6198,8
6199,9
6199,10
6199,10
6199,10
6199,8
6199,9
6199,11
6199,9
6206,9
6206,10
6206,9
6206,9
6207,8
6207,10
6207,10
6207,10
6207,9
6207,8
6207,9
6207,10
6207,10
6207,9
6208,8
6208,9
6208,10
6208,10
6208,9
6208,8
6208,10
6208,10
6208,10
6209,9
6209,8
6209,10
6209,10
6209,10
6209,10
6209,8
6209,10
6216,10
6216,8
6216,10
6216,10
6216,9
6216,10
6217,8
6217,10
6217,10
6217,9
6217,10
6217,8
6217,10
6217,10
6217,10
6218,9
6218,8
6218,10
6218,10
6218,10
6218,10
6218,8
6218,10
6218,10
6219,9
6219,9
6219,8
6219,9
6219,10
6219,10
6219,10
6219,8
6234,8
6240,10
6244,10
6244,10
6244,9
6245,9
6245,8
6245,10
6245,9
6245,9
6245,9
6245,8
6245,10
6245,10
6246,8
6246,10
6246,8
6246,10
6246,10
6246,10
6246,10
6246,8
6246,10
6246,10
6247,9
6247,9
6247,8
6247,9
6247,10
6247,10
6247,10
6247,8
6247,9
6248,10
6248,10
6248,10
6248,8
6248,9
6248,10
6248,10
6248,10
6248,8
6248,9
6249,10
6249,9
6249,10
6249,8
6249,9
6249,10
6249,9
6256,10
6256,9
6256,10
6256,8
6256,10
6256,10
6256,10
6256,10
6256,9
6257,9
6257,10
6257,9
6257,10
6257,8
6257,10
6257,11
6257,9
6257,10
6258,8
6258,9
6258,10
6258,9
6258,10
6258,9
6258,8
6258,11
6258,9
6259,10
6259,9
6259,8
6259,10
6259,9
6259,10
6259,10
6259,8
6266,9
6266,9
6266,8
6266,10
6266,10
6266,9
6266,10
6266,8
6267,10
6267,10
6267,10
6267,10
6267,8
6267,9
6267,10
6267,9
6267,9
6267,9
6268,9
6268,10
6268,10
6268,10
6268,9
6268,9
6268,10
6268,8
6268,10
6269,9
6269,9
6269,11
6269,9
6269,10
6269,9
6269,8
6269,11
6281,10
6289,9
6289,10
6289,10
6289,9
6289,9
6293,10
6293,8
6294,9
6294,8
6294,10
6294,10
6294,8
6294,9
6294,10
6294,10
6294,10
6294,9
6295,8
6295,10
6295,10
6295,10
6295,9
6295,8
6295,10
6295,10
6295,10
6296,9
6296,8
6296,10
6296,10
6296,10
6296,9
6296,8
6296,10
6296,10
6297,10
6297,9
6297,8
6297,10
6297,9
6297,10
6297,9
6297,8
6297,10
6297,9
6298,11
6298,9
6298,8
6298,9
6298,8
6298,11
6298,10
6298,8
6298,9
6299,8
6299,10
6299,10
6299,8
6299,9
6299,8
