Timestamp (ms),F_IMU_ACCEL_Y
7053,-0.009999999776482582
7063,-0.019999999552965164
7073,-0.05000000074505806
7083,-0.019999999552965164
7094,-0.03999999910593033
7103,-0.009999999776482582
7113,-0.009999999776482582
7123,-0.009999999776482582
7138,-0.009999999776482582
7144,-0.009999999776482582
7153,-0.029999999329447746
7163,-0.029999999329447746
7173,0.0
7184,0.0
7194,-0.019999999552965164
7203,-0.019999999552965164
7213,-0.019999999552965164
7224,-0.009999999776482582
7234,-0.019999999552965164
7244,-0.05000000074505806
7254,-0.009999999776482582
7264,-0.029999999329447746
7274,-0.029999999329447746
7289,0.0
7294,0.019999999552965164
7304,0.009999999776482582
7314,-0.029999999329447746
7324,-0.05999999865889549
7334,-0.05000000074505806
7344,-0.019999999552965164
7354,-0.019999999552965164
7364,-0.009999999776482582
7374,0.009999999776482582
7384,-0.019999999552965164
7394,-0.019999999552965164
7404,-0.009999999776482582
7414,0.0
7424,0.0
7434,0.0
7444,-0.009999999776482582
7454,-0.029999999329447746
7464,0.0
7474,0.0
7486,-0.019999999552965164
7494,0.0
7504,-0.029999999329447746
7514,0.0
7524,-0.019999999552965164
7534,0.0
7544,-0.019999999552965164
7554,0.0
7564,-0.009999999776482582
7574,-0.009999999776482582
7585,-0.019999999552965164
7594,-0.019999999552965164
7604,0.0
7614,-0.05000000074505806
7624,-0.03999999910593033
7637,0.0
7645,0.0
7654,-0.009999999776482582
7664,0.0
7675,0.0
7685,-0.03999999910593033
7695,-0.03999999910593033
7704,0.0
7714,-0.009999999776482582
7724,-0.009999999776482582
7735,-0.029999999329447746
7745,-0.029999999329447746
7754,-0.03999999910593033
7764,-0.019999999552965164
7774,-0.009999999776482582
7785,-0.009999999776482582
7795,-0.009999999776482582
7804,-0.03999999910593033
7815,-0.019999999552965164
7825,-0.019999999552965164
7838,0.0
7845,0.0
7855,0.0
7865,0.0
7875,-0.029999999329447746
7885,0.0
7895,0.0
7904,-0.009999999776482582
7915,0.0
7925,-0.009999999776482582
7935,-0.009999999776482582
7945,-0.009999999776482582
7955,0.0
7965,-0.009999999776482582
7975,0.009999999776482582
7985,-0.029999999329447746
7995,-0.03999999910593033
8004,-0.029999999329447746
8015,-0.009999999776482582
8025,-0.03999999910593033
8036,-0.07000000029802322
8045,-0.07000000029802322
8054,0.0
8065,-0.019999999552965164
8075,-0.009999999776482582
8088,-0.009999999776482582
8095,-0.009999999776482582
8104,0.0
8115,-0.05999999865889549
8125,-0.03999999910593033
8136,-0.029999999329447746
8145,-0.009999999776482582
8155,0.0
8165,-0.019999999552965164
8175,0.10999999940395355
8186,-0.05999999865889549
8195,-0.05000000074505806
8204,0.019999999552965164
8215,0.07999999821186066
8225,-0.07000000029802322
8236,0.009999999776482582
8246,-0.05000000074505806
8255,-0.07000000029802322
8266,-0.029999999329447746
8276,0.029999999329447746
8287,0.05000000074505806
8296,-0.019999999552965164
8304,-0.03999999910593033
8316,-0.07000000029802322
8325,-0.03999999910593033
8338,-0.009999999776482582
8346,-0.009999999776482582
8355,0.009999999776482582
8366,0.0
8376,-0.03999999910593033
8387,-0.009999999776482582
8396,-0.019999999552965164
8404,0.029999999329447746
8416,0.019999999552965164
8426,-0.029999999329447746
8437,-0.029999999329447746
8446,-0.029999999329447746
8454,-0.019999999552965164
8466,0.0
8476,-0.009999999776482582
8487,-0.05000000074505806
8496,-0.029999999329447746
8503,-0.03999999910593033
8516,0.0
8526,-0.009999999776482582
8537,0.0
8546,0.029999999329447746
8554,0.0
8566,-0.009999999776482582
8576,-0.05999999865889549
8589,-0.05000000074505806
8596,-0.05000000074505806
8603,0.0
8616,-0.029999999329447746
8626,0.0
8637,0.0
8646,-0.029999999329447746
8653,-0.03999999910593033
8666,-0.029999999329447746
8676,-0.009999999776482582
8687,0.0
8696,0.009999999776482582
8703,-0.009999999776482582
8716,-0.009999999776482582
8726,-0.019999999552965164
8737,-0.009999999776482582
8746,-0.009999999776482582
8753,0.019999999552965164
8766,-0.07999999821186066
8776,-0.029999999329447746
8787,-0.05999999865889549
8796,-0.029999999329447746
8803,0.03999999910593033
8816,-0.029999999329447746
8826,0.029999999329447746
8839,-0.05999999865889549
8847,-0.05999999865889549
8853,-0.05999999865889549
8866,-0.03999999910593033
8876,-0.019999999552965164
8888,0.0
8896,-0.009999999776482582
8903,-0.029999999329447746
8916,-0.03999999910593033
8926,-0.019999999552965164
8938,-0.009999999776482582
8946,-0.009999999776482582
8953,-0.05999999865889549
8966,-0.03999999910593033
8976,-0.019999999552965164
8988,-0.009999999776482582
8996,0.0
9003,0.0
9016,-0.029999999329447746
9026,-0.029999999329447746
9038,-0.029999999329447746
9045,-0.019999999552965164
9053,0.0
9065,0.009999999776482582
9075,-0.009999999776482582
9088,-0.029999999329447746
9095,-0.05000000074505806
9103,-0.019999999552965164
9115,-0.019999999552965164
9125,-0.029999999329447746
9139,0.0
9146,0.0
9153,-0.009999999776482582
9165,-0.03999999910593033
9175,-0.029999999329447746
9188,0.0
9195,-0.009999999776482582
9203,-0.019999999552965164
9215,0.0
9225,0.0
9237,-0.03999999910593033
9245,-0.029999999329447746
9253,-0.019999999552965164
9265,0.0
9274,0.0
9288,-0.029999999329447746
9294,-0.05000000074505806
9303,-0.03999999910593033
9314,0.0
9324,-0.009999999776482582
9346,-0.029999999329447746
9353,-0.05000000074505806
9364,-0.05000000074505806
9374,0.009999999776482582
9389,0.009999999776482582
9394,0.029999999329447746
9403,-0.019999999552965164
9414,-0.07999999821186066
9424,-0.05999999865889549
9434,0.0
9444,0.0
9453,0.009999999776482582
9464,0.009999999776482582
9474,-0.009999999776482582
9485,-0.05000000074505806
9494,-0.03999999910593033
9503,-0.05000000074505806
9514,-0.029999999329447746
9523,0.0
9539,-0.019999999552965164
9544,0.0
9553,-0.009999999776482582
9563,0.0
9573,-0.019999999552965164
9583,-0.019999999552965164
9593,-0.009999999776482582
9603,-0.03999999910593033
9613,-0.05000000074505806
9623,-0.05000000074505806
9634,-0.009999999776482582
9643,-0.019999999552965164
9653,-0.019999999552965164
9663,0.0
9673,-0.019999999552965164
9683,-0.009999999776482582
9693,-0.019999999552965164
9703,-0.03999999910593033
9713,0.0
9723,0.0
9737,-0.009999999776482582
9743,-0.009999999776482582
9753,-0.029999999329447746
9763,-0.019999999552965164
9773,-0.019999999552965164
9783,-0.009999999776482582
9793,0.0
9803,-0.03999999910593033
9813,-0.029999999329447746
9823,-0.019999999552965164
9833,-0.009999999776482582
9843,-0.019999999552965164
9853,0.0
9863,-0.019999999552965164
9873,-0.009999999776482582
9886,-0.05000000074505806
9893,-0.019999999552965164
9903,0.0
9913,0.0
9923,-0.019999999552965164
9933,-0.019999999552965164
9943,-0.029999999329447746
9953,-0.009999999776482582
9963,-0.009999999776482582
9973,-0.029999999329447746
9983,-0.019999999552965164
9993,-0.019999999552965164
10003,-0.029999999329447746
10013,0.0
10023,0.0
10036,-0.019999999552965164
10043,-0.019999999552965164
10053,-0.03999999910593033
10063,-0.029999999329447746
10073,-0.029999999329447746
10083,-0.019999999552965164
10093,0.0
10104,-0.019999999552965164
10113,-0.019999999552965164
10123,-0.05000000074505806
10134,-0.029999999329447746
10143,-0.009999999776482582
10154,0.0
10163,-0.009999999776482582
10173,-0.03999999910593033
10188,-0.03999999910593033
10193,0.0
10204,-0.029999999329447746
10214,0.0
10224,-0.029999999329447746
10234,-0.019999999552965164
10244,-0.03999999910593033
10254,-0.009999999776482582
10264,-0.009999999776482582
10274,-0.019999999552965164
10284,0.0
10294,0.0
10304,-0.009999999776482582
10314,-0.03999999910593033
10324,-0.03999999910593033
10334,-0.009999999776482582
10344,-0.009999999776482582
10354,0.0
10364,0.0
10374,-0.029999999329447746
10388,-0.029999999329447746
10394,0.029999999329447746
10404,-0.009999999776482582
10414,0.019999999552965164
10424,-0.05000000074505806
10434,-0.09000000357627869
10444,-0.019999999552965164
10454,0.009999999776482582
10464,0.0
10474,-0.029999999329447746
10484,0.009999999776482582
10494,0.0
10504,0.029999999329447746
10514,-0.009999999776482582
10524,-0.07000000029802322
10536,-0.07999999821186066
10544,-0.029999999329447746
10554,-0.03999999910593033
10564,0.019999999552965164
10574,0.10999999940395355
10584,-0.05000000074505806
10594,-0.05000000074505806
10604,-0.10999999940395355
10614,-0.03999999910593033
10624,0.05999999865889549
10635,0.05000000074505806
10644,0.05000000074505806
10655,-0.05000000074505806
10664,-0.07999999821186066
10674,-0.05999999865889549
10684,0.0
10694,0.07000000029802322
10705,0.05999999865889549
10714,0.0
10724,-0.05999999865889549
10738,-0.009999999776482582
10744,-0.009999999776482582
10755,0.019999999552965164
10764,-0.029999999329447746
10774,-0.05999999865889549
10785,-0.05999999865889549
10795,0.0
10805,-0.009999999776482582
10814,0.009999999776482582
10825,-0.009999999776482582
10835,-0.05999999865889549
10845,-0.05999999865889549
10855,-0.029999999329447746
10864,0.009999999776482582
10875,0.05999999865889549
10886,-0.029999999329447746
10895,-0.029999999329447746
10905,-0.05000000074505806
10914,-0.019999999552965164
10925,-0.029999999329447746
10937,0.05999999865889549
10945,0.05999999865889549
10955,0.0
10965,-0.019999999552965164
10975,-0.019999999552965164
10985,-0.12999999523162842
10995,0.11999999731779099
11005,-0.07000000029802322
11014,-0.10000000149011612
11025,-0.14000000059604645
11036,-0.009999999776482582
11045,-0.009999999776482582
11055,0.05000000074505806
11065,0.0
11075,0.009999999776482582
11086,-0.03999999910593033
11095,-0.03999999910593033
11105,-0.05000000074505806
11114,0.0
11125,0.03999999910593033
11136,-0.019999999552965164
11145,-0.019999999552965164
11155,-0.029999999329447746
11165,-0.029999999329447746
11175,-0.019999999552965164
11187,-0.029999999329447746
11195,-0.029999999329447746
11206,-0.019999999552965164
11214,-0.029999999329447746
11225,0.0
11236,0.019999999552965164
11246,0.009999999776482582
11256,-0.009999999776482582
11264,-0.009999999776482582
11275,-0.019999999552965164
11286,-0.009999999776482582
11296,-0.029999999329447746
11306,0.009999999776482582
11314,-0.009999999776482582
11326,0.009999999776482582
11336,-0.019999999552965164
11346,-0.019999999552965164
11356,0.0
11364,0.009999999776482582
11376,-0.009999999776482582
11387,0.0
11396,-0.029999999329447746
11406,-0.03999999910593033
11414,-0.009999999776482582
11426,-0.019999999552965164
11438,-0.029999999329447746
11446,-0.029999999329447746
11456,-0.019999999552965164
11464,-0.029999999329447746
11476,0.0
11486,-0.019999999552965164
11496,-0.009999999776482582
11506,-0.029999999329447746
11513,-0.019999999552965164
11526,-0.019999999552965164
11536,-0.009999999776482582
11546,-0.009999999776482582
11556,0.0
11564,-0.019999999552965164
11576,0.0
11587,0.0
11596,-0.029999999329447746
11606,-0.029999999329447746
11613,-0.029999999329447746
11626,-0.019999999552965164
11637,-0.009999999776482582
11646,-0.029999999329447746
11656,-0.009999999776482582
11663,-0.029999999329447746
11676,-0.05000000074505806
11689,0.0
11696,0.0
11706,0.0
11713,-0.019999999552965164
11726,-0.019999999552965164
11738,-0.019999999552965164
11746,-0.009999999776482582
11756,-0.019999999552965164
11763,0.0
11776,0.0
11787,0.0
11796,-0.019999999552965164
11806,-0.03999999910593033
11813,-0.009999999776482582
11826,0.0
11837,-0.009999999776482582
11846,0.009999999776482582
11856,0.0
11863,0.0
11876,-0.019999999552965164
11888,-0.009999999776482582
11896,-0.009999999776482582
11906,-0.019999999552965164
11913,-0.019999999552965164
11926,-0.029999999329447746
11938,-0.019999999552965164
11946,0.0
11956,0.0
11963,-0.009999999776482582
11976,-0.03999999910593033
11990,0.0
11997,0.0
12006,-0.009999999776482582
12013,-0.019999999552965164
12026,-0.019999999552965164
12038,-0.019999999552965164
12045,-0.019999999552965164
12056,-0.009999999776482582
12063,-0.019999999552965164
12075,-0.019999999552965164
12088,0.0
12095,-0.009999999776482582
12105,-0.009999999776482582
12113,-0.019999999552965164
12125,-0.029999999329447746
12138,-0.019999999552965164
12145,0.0
12155,0.0
12163,0.0
12175,-0.019999999552965164
12188,-0.019999999552965164
12194,-0.009999999776482582
12205,-0.009999999776482582
12213,-0.009999999776482582
12225,-0.009999999776482582
12239,-0.009999999776482582
12245,-0.019999999552965164
12255,-0.019999999552965164
12263,-0.009999999776482582
12275,-0.019999999552965164
12286,-0.009999999776482582
12294,-0.019999999552965164
12305,-0.019999999552965164
12313,-0.009999999776482582
12324,-0.019999999552965164
12336,0.0
12344,-0.009999999776482582
12354,0.0
12363,-0.009999999776482582
12374,0.0
12386,0.0
12394,-0.009999999776482582
12404,-0.03999999910593033
12413,-0.009999999776482582
12424,0.0
12440,-0.019999999552965164
12446,-0.009999999776482582
12454,-0.009999999776482582
12463,-0.009999999776482582
12474,-0.019999999552965164
12484,-0.009999999776482582
12494,-0.009999999776482582
12503,-0.009999999776482582
12513,-0.019999999552965164
12523,-0.019999999552965164
12535,-0.029999999329447746
12543,-0.009999999776482582
12553,-0.019999999552965164
12563,-0.019999999552965164
12573,-0.03999999910593033
12585,-0.03999999910593033
12593,-0.019999999552965164
12603,-0.019999999552965164
12613,0.0
12623,0.0
12639,-0.009999999776482582
12644,-0.019999999552965164
12653,-0.019999999552965164
12663,-0.019999999552965164
12673,0.0
12683,-0.019999999552965164
12693,0.0
12703,-0.009999999776482582
12713,-0.009999999776482582
12723,-0.019999999552965164
12733,0.0
12743,-0.019999999552965164
12753,-0.009999999776482582
12763,-0.009999999776482582
12773,-0.019999999552965164
12789,-0.029999999329447746
12793,-0.019999999552965164
12803,0.0
12813,-0.029999999329447746
12823,0.0
12833,-0.019999999552965164
12843,0.0
12853,-0.009999999776482582
12863,0.0
12873,-0.019999999552965164
12883,-0.029999999329447746
12893,-0.019999999552965164
12903,0.0
12913,0.0
12923,-0.019999999552965164
12939,-0.019999999552965164
12943,0.0
12953,-0.019999999552965164
12963,-0.019999999552965164
12973,0.009999999776482582
12983,0.0
12993,-0.019999999552965164
13003,-0.019999999552965164
13013,-0.029999999329447746
13023,-0.029999999329447746
13033,0.0
13043,0.0
13053,-0.009999999776482582
13064,-0.019999999552965164
13073,-0.009999999776482582
13088,-0.009999999776482582
13093,-0.019999999552965164
13103,-0.019999999552965164
13114,0.0
13123,-0.029999999329447746
13133,-0.029999999329447746
13143,-0.029999999329447746
13153,-0.019999999552965164
13164,0.009999999776482582
13173,-0.019999999552965164
13183,-0.019999999552965164
13193,0.0
13204,0.0
13214,0.0
13224,0.0
13234,-0.029999999329447746
13244,-0.05000000074505806
13254,-0.029999999329447746
13264,-0.029999999329447746
13274,0.0
13288,0.0
13294,0.0
13304,0.0
13314,-0.009999999776482582
13324,-0.019999999552965164
13334,-0.019999999552965164
13344,-0.029999999329447746
13354,-0.019999999552965164
13364,-0.009999999776482582
13374,0.0
13384,-0.009999999776482582
13394,-0.019999999552965164
13404,0.009999999776482582
13414,-0.009999999776482582
13424,-0.029999999329447746
13436,-0.029999999329447746
13444,-0.05000000074505806
13454,0.0
13464,0.0
13474,0.0
13484,0.0
13494,-0.019999999552965164
13504,-0.009999999776482582
13514,-0.019999999552965164
13524,-0.019999999552965164
13535,0.0
13544,-0.009999999776482582
13554,0.0
13564,0.0
13574,0.0
13585,-0.05000000074505806
13594,-0.05000000074505806
13604,-0.019999999552965164
13614,-0.009999999776482582
13624,0.0
13638,0.0
13644,0.0
13654,-0.029999999329447746
13665,0.0
13674,0.0
13685,-0.019999999552965164
13694,-0.019999999552965164
13705,-0.03999999910593033
13715,-0.019999999552965164
13724,0.019999999552965164
13735,0.0
13744,0.0
13754,-0.029999999329447746
13765,-0.009999999776482582
13775,-0.029999999329447746
13785,-0.009999999776482582
13795,-0.009999999776482582
13805,-0.009999999776482582
13815,0.0
13824,0.0
13837,-0.029999999329447746
13845,-0.029999999329447746
13855,-0.009999999776482582
13865,-0.019999999552965164
13875,-0.029999999329447746
13885,0.0
13895,0.0
13905,0.0
13915,0.0
13924,-0.05000000074505806
13935,-0.07999999821186066
13945,-0.019999999552965164
13955,-0.019999999552965164
13965,0.05999999865889549
13975,0.029999999329447746
13985,0.009999999776482582
13995,-0.019999999552965164
14005,-0.019999999552965164
14015,-0.07000000029802322
14024,-0.029999999329447746
14035,-0.029999999329447746
14045,-0.019999999552965164
14055,-0.05000000074505806
14065,-0.009999999776482582
14075,0.009999999776482582
14087,0.029999999329447746
14095,0.029999999329447746
14105,0.0
14115,-0.009999999776482582
14124,-0.03999999910593033
14135,0.029999999329447746
14145,-0.15000000596046448
14155,-0.029999999329447746
14166,0.11999999731779099
14174,0.4000000059604645
14186,0.029999999329447746
14195,-0.10000000149011612
14205,-0.20000000298023224
14216,-0.07000000029802322
14224,0.019999999552965164
14236,-0.05999999865889549
14245,0.03999999910593033
14256,0.05999999865889549
14266,0.10000000149011612
14275,0.0
14286,-0.10999999940395355
14296,-0.029999999329447746
14306,-0.009999999776482582
14316,0.0
14323,-0.05000000074505806
14337,0.11999999731779099
14346,0.11999999731779099
14356,0.07000000029802322
14366,-0.029999999329447746
14374,-0.05000000074505806
14386,-0.05999999865889549
14396,-0.07999999821186066
14406,-0.07000000029802322
14416,-0.009999999776482582
14423,0.029999999329447746
14436,0.03999999910593033
14446,0.019999999552965164
14456,-0.05999999865889549
14466,-0.019999999552965164
14474,-0.05999999865889549
14486,-0.03999999910593033
14496,-0.009999999776482582
14506,0.019999999552965164
14516,0.03999999910593033
14523,0.009999999776482582
14536,0.0
14546,0.0
14556,-0.029999999329447746
14566,-0.05999999865889549
14573,-0.07000000029802322
14588,0.0
14596,0.0
14606,0.009999999776482582
14616,0.03999999910593033
14623,0.0
14636,-0.009999999776482582
14646,-0.07000000029802322
14656,-0.05999999865889549
14666,-0.03999999910593033
14673,-0.009999999776482582
14686,0.0
14696,-0.019999999552965164
14706,1.0
14716,-1.0099999904632568
14723,0.0
14733,-0.2199999988079071
14746,-0.10999999940395355
14756,-0.07000000029802322
14766,-0.15000000596046448
14773,0.36000001430511475
14783,0.7200000286102295
14792,0.0
14800,0.0
14810,0.0
14820,0.0
14830,0.0
14840,0.0
14850,0.0
14860,0.0
14870,0.0
14880,0.0
14890,0.0
14900,0.0
14910,0.0
14920,0.0
14930,0.0
14946,-0.1899999976158142
14956,0.029999999329447746
14966,0.07999999821186066
14973,0.11999999731779099
14986,0.10000000149011612
14996,0.0
15005,-0.18000000715255737
15015,-0.17000000178813934
15023,0.0
15035,-0.03999999910593033
15045,0.03999999910593033
15055,-0.009999999776482582
15065,-0.07999999821186066
15073,-0.03999999910593033
15085,-0.05999999865889549
15095,-0.07000000029802322
15105,-0.07000000029802322
15114,-0.07999999821186066
15123,-0.5600000023841858
15136,0.18000000715255737
15144,0.4399999976158142
15152,0.47999998927116394
15163,0.09000000357627869
15170,0.0
